drone_image_1.jpg,60.403241666666666,22.462133333333334,60.40315864697406,22.4621550275,8.3019692603159e-05,-2.16941666657533e-05,9.30794622091696,False,True,-18.1
drone_image_2.jpg,60.40225833333333,22.465155555555555,60.40217994252873,22.465277075,7.83908045960402e-05,-0.00012151944444482865,10.978199934799324,False,True,-194.39999999999998
drone_image_1.jpg,60.403241666666666,22.462133333333334,60.40315864697406,22.4621550275,8.3019692603159e-05,-2.16941666657533e-05,9.30794622091696,False,True,-18.1
drone_image_1.jpg,60.403241666666666,22.462133333333334,60.40319896531792,22.462738429999998,4.270134874673204e-05,-0.0006050966666641955,33.56848975298424,False,True,-18.1
drone_image_2.jpg,60.40225833333333,22.465155555555555,60.40527101724138,22.469476,-0.0030126839080537593,-0.00432044444444557,410.50978883399114,False,True,-194.39999999999998
